"gene","rho_LGG","p_value_LGG","FDR_LGG","n_LGG","rho_GBM","p_value_GBM","FDR_GBM","n_GBM","delta_rho_LGG_minus_GBM","abs_delta_rho"
"RNA5SP451",-0.00810106179251825,0.854344933009399,0.907342194548665,516,-0.0224878981166787,0.70591417325745,0.816030212168986,284,0.0143868363241604,0.0143868363241604
"GPX1P1",0.328684528631388,1.82957176868985e-14,1.84759275625775e-13,516,0.314302179077814,6.2639467377753e-08,1.23300846311998e-06,284,0.0143823495535739,0.0143823495535739
"OR3B1P",0.0277698392175271,0.529086532966587,0.66268962205258,516,0.0133888253126131,0.822253550715441,0.894277431489457,284,0.014381013904914,0.014381013904914
"GTF2F2P1",0.0504567613731561,0.252579472540166,0.385113818711647,516,0.0360772690000746,0.544846376524291,0.695032465951281,284,0.0143794923730814,0.0143794923730814
"AC091691.1",-0.040293524296973,0.361008985974305,0.503127217315697,516,-0.025915285945732,0.663650206588475,0.786327079433537,284,-0.014378238351241,0.014378238351241
"TRPM4",0.200450529827392,4.4542894040671e-06,1.94426875850065e-05,516,0.186076847920328,0.00163525308047633,0.00963784057097947,284,0.0143736819070634,0.0143736819070634
"AL008723.1",0.0154744757934901,0.725827655579724,0.818875421220526,516,0.0298406540064954,0.616527870794525,0.751507643913248,284,-0.0143661782130053,0.0143661782130053
"AC073167.1",-0.0860055843110762,0.0508726498345376,0.104023124544933,516,-0.0716405848751687,0.228770918797259,0.389983483021068,284,-0.0143649994359075,0.0143649994359075
"COMMD4",0.228155878816724,1.61102178557889e-07,8.40412149682675e-07,516,0.213794801541254,0.000284418874649266,0.00229603013150546,284,0.0143610772754693,0.0143610772754693
"ZNF343",-0.0526790010720839,0.232257278025605,0.360838422841628,516,-0.0383204989326607,0.520109474322976,0.675330982395519,284,-0.0143585021394232,0.0143585021394232
"MTRNR2L4",-0.152992965817306,0.0004876394973301,0.00158081274209082,516,-0.138637902833146,0.0194203942472403,0.0648998043717077,284,-0.0143550629841608,0.0143550629841608
"AC114291.1",-0.0903135209169895,0.0402916976831205,0.0851108063350096,516,-0.104663750339274,0.0782578492495301,0.182604860408705,284,0.0143502294222845,0.0143502294222845
"LINC02162",0.00106350383886445,0.980773176667936,0.988066796075693,516,0.0154056982041084,0.796027406103141,0.877568230995321,284,-0.0143421943652439,0.0143421943652439
"AC012101.2",0.114531810272021,0.00921624741802704,0.0231702284331004,516,0.128870505946103,0.0299124557153627,0.0897215637732477,284,-0.0143386956740812,0.0143386956740812
"RPL12",0.228659931894716,1.51039139869512e-07,7.90252111731834e-07,516,0.214322348448137,0.000274484653233761,0.00222881067947905,284,0.0143375834465785,0.0143375834465785
"AC083923.1",0.0106170988289912,0.809868239749777,0.878483969638861,516,-0.00372030960840423,0.950228784375299,0.972782386712894,284,0.0143374084373955,0.0143374084373955
"AC019205.1",-0.113204505368543,0.0100660167190783,0.0250733872956237,516,-0.127530142731038,0.0316758324617573,0.0936912206865325,284,0.0143256373624944,0.0143256373624944
"SPINT5P",0.0203013010047368,0.645454536773965,0.758668613572295,516,0.00597981332730146,0.920082297030349,0.955269723154131,284,0.0143214876774353,0.0143214876774353
"SHC4",0.0119380236486468,0.786751195750424,0.86263942584325,516,0.0262584246412079,0.659474230199334,0.783142007444418,284,-0.014320400992561,0.014320400992561
"NTRK3-AS1",-0.186486945488983,2.01383023500199e-05,8.05746042959823e-05,516,-0.172169998536158,0.00360934178090227,0.0179430195256693,284,-0.0143169469528253,0.0143169469528253
"TLK2P2",-0.130306825859836,0.00302214089735169,0.00844540002138482,516,-0.144622012754972,0.0147156718373705,0.0526500417024885,284,0.0143151868951359,0.0143151868951359
"AC022447.6",-0.101296592151347,0.0213713957153979,0.0489046568715033,516,-0.0869822832914186,0.143697599084573,0.281327999199635,284,-0.0143143088599283,0.0143143088599283
"AC023141.5",-0.0400874388045958,0.363472342542314,0.505801054049032,516,-0.0543949497587181,0.361077700025349,0.530689653068617,284,0.0143075109541223,0.0143075109541223
"BX323845.1",0.00947915332439157,0.829917331200739,0.891866589955133,516,0.0237789622431977,0.689879009518952,0.805022567810974,284,-0.0142998089188061,0.0142998089188061
"AL590226.1",0.0745052977785386,0.0908977429152735,0.17009574145907,516,0.0888031178701612,0.135466667733935,0.270030826022607,284,-0.0142978200916226,0.0142978200916226
"OR2T35",-0.0177322761773818,0.687791023677141,0.791066103073243,516,-0.032027662465241,0.590924191915223,0.73156772712813,284,0.0142953862878592,0.0142953862878592
"ZNF157",-0.243382119263461,2.14862504875682e-08,1.23867718776734e-07,516,-0.229086851404129,9.79784836796145e-05,0.000925998477176846,284,-0.0142952678593322,0.0142952678593322
"DEFB106A",-0.0508163010539322,0.249210316964723,0.381077335778203,516,-0.06511078161268,0.274135764190475,0.440126763547542,284,0.0142944805587478,0.0142944805587478
"AC147055.4",0.00932044732817829,0.832722633539179,0.893633802121865,516,-0.00497386217046625,0.933492260893116,0.963123977699266,284,0.0142943094986445,0.0142943094986445
"BCS1L",0.0178920980606565,0.685126825622611,0.789013913649459,516,0.00360219715166581,0.951806977706145,0.973661611398526,284,0.0142899009089907,0.0142899009089907
"AL158837.1",-0.0149665564157273,0.734482191892099,0.825498434627844,516,-0.0292543193038454,0.623473601549516,0.756978072292659,284,0.0142877628881181,0.0142877628881181
"ZNF415P1",-0.00323389339983542,0.941581735373569,0.963901180231897,516,-0.0175213277680051,0.768761745988019,0.859373778380907,284,0.0142874343681697,0.0142874343681697
"EPN2",-0.194932122574663,8.19123396454542e-06,3.45527925545949e-05,516,-0.209218711936862,0.000385773158812115,0.00295757687554297,284,0.0142865893621986,0.0142865893621986
"AC132217.2",-0.0641272679597307,0.145764436178032,0.250026682581321,516,-0.0784116684912454,0.187631368087668,0.339436991250246,284,0.0142844005315148,0.0142844005315148
"LRRC34",0.0660592478459679,0.13398373854537,0.233592845323328,516,0.0803406266125674,0.176972222406121,0.325667386357088,284,-0.0142813787665994,0.0142813787665994
"AC068898.1",0.0480542658368976,0.275904662424624,0.411468022311692,516,0.0337741827342816,0.570833669605124,0.716083422329636,284,0.0142800831026159,0.0142800831026159
"MIR3686",0.022103447534207,0.616415219898455,0.735972855168051,516,0.0363767962597869,0.541510055304723,0.692283347740186,284,-0.01427334872558,0.01427334872558
"AC099654.1",0.00242926082239343,0.956099862856681,0.97322445091873,516,-0.0118407513809028,0.84252026987159,0.907728183055401,284,0.0142700122032963,0.0142700122032963
"AC067959.1",0.024853973241665,0.573236359481424,0.700590523635176,516,0.0391238690746319,0.51139263284275,0.668511317026241,284,-0.0142698958329669,0.0142698958329669
"AC012087.1",0.00548307601223585,0.901117003747437,0.93841021750353,516,-0.00878408796033511,0.882830471378623,0.932235446945743,284,0.014267163972571,0.014267163972571
"AP001922.5",0.0226457612812339,0.607789684030243,0.72888054686351,516,0.00837945657953673,0.888191651151059,0.935624633744125,284,0.0142663047016972,0.0142663047016972
"ZMYM3",-0.03466221694848,0.432042792196592,0.572754685606679,516,-0.0203972580133956,0.732155010561154,0.834701348475463,284,-0.0142649589350844,0.0142649589350844
"AC026956.2",-0.179063482940802,4.29915997489222e-05,0.000164341484735171,516,-0.164800990386384,0.0053678467526421,0.0245436622049544,284,-0.0142624925544179,0.0142624925544179
"CFHR2",0.0258430764758994,0.558066383523979,0.687621369152706,516,0.0400988043294736,0.500917076726584,0.659032469572378,284,-0.0142557278535742,0.0142557278535742
"AC109635.1",0.0562664208482888,0.201941822842343,0.323703238314234,516,0.0705157063009478,0.236181210251055,0.398020616024427,284,-0.014249285452659,0.014249285452659
"MIR548H3",0.0510853108827402,0.24671006659715,0.378124107985773,516,0.0653310598974201,0.272512215419247,0.438438173491632,284,-0.0142457490146799,0.0142457490146799
"MUC2",-0.00766037718701572,0.862187015981631,0.912726172063383,516,-0.0219055816392409,0.713189849087162,0.821182381530158,284,0.0142452044522252,0.0142452044522252
"AC104187.1",-0.00423215705456226,0.923597286568398,0.952254636298862,516,0.0100111391457056,0.866606209984352,0.922735153122129,284,-0.0142432962002679,0.0142432962002679
"AC093525.4",-0.0442436728417892,0.315823746615036,0.455911871566963,516,-0.0584796743378928,0.326094336367585,0.495769438217385,284,0.0142360014961036,0.0142360014961036
"RPSAP66",-0.00806175504777138,0.855043834848537,0.907731510050511,516,0.00617066612881562,0.91754054116481,0.953738957786636,284,-0.014232421176587,0.014232421176587
"AL138808.1",-0.0461734605047534,0.295157629741433,0.433208180563884,516,-0.0603972000120187,0.310454441450709,0.479233010768999,284,0.0142237395072653,0.0142237395072653
"RNA5SP112",-0.0842789410648579,0.0557209683027374,0.112443138543614,516,-0.098501213976701,0.0975837817994895,0.213848457181195,284,0.0142222729118431,0.0142222729118431
"AC092375.2",-0.104130867392494,0.0179767063653308,0.0419914869038994,516,-0.118352448420798,0.0462917452632337,0.124178611491332,284,0.0142215810283044,0.0142215810283044
"AGTR2",-0.0751922414237758,0.0879497672059772,0.165529578518503,516,-0.0894137385654869,0.132789066993981,0.266130543996963,284,0.0142214971417111,0.0142214971417111
"AC114814.2",-0.0342507177147894,0.437531913909559,0.578189759950717,516,-0.0484718775867979,0.415794835007762,0.58325261893305,284,0.0142211598720085,0.0142211598720085
"B3GNTL1P2",0.012803232573033,0.771709055670133,0.852406316873502,516,-0.00141678204404612,0.981035475080261,0.989406445354929,284,0.0142200146170791,0.0142200146170791
"AC010768.3",0.037297987975246,0.397839041863187,0.539418330306579,516,0.0230799829182975,0.698543767438869,0.811204554144149,284,0.0142180050569485,0.0142180050569485
"H2AZP3",0.0280408336490113,0.525072690140766,0.659175496283359,516,0.0422535211267606,0.478172239777874,0.639000620036516,284,-0.0142126874777493,0.0142126874777493
"RNU6-1195P",-0.0264374861163153,0.54904449065451,0.679863929365072,516,-0.0406483558396918,0.495062456474298,0.653535418562694,284,0.0142108697233765,0.0142108697233765
"NBR1",0.0978805092399293,0.0261910845846837,0.0584829660964214,516,0.112086167741057,0.0592238667024341,0.148708408758833,284,-0.0142056585011274,0.0142056585011274
"LINC01813",0.0491711087207831,0.264885323305082,0.3992006402419,516,0.0349712382837351,0.557253320663753,0.705005936998554,284,0.014199870437048,0.014199870437048
"CCDC78",-0.193279837665668,9.79787982951035e-06,4.09054784900502e-05,516,-0.17908724431394,0.00245162981184836,0.0132582050555513,284,-0.0141925933517281,0.0141925933517281
"AC099654.12",0.0486931195755948,0.269563828664875,0.404417375093274,516,0.0345007909135374,0.562571750230722,0.709319290640674,284,0.0141923286620574,0.0141923286620574
"DYNC2LI1",0.127533627003262,0.00370978905733391,0.0101787213384744,516,0.11334295525805,0.0564148135795629,0.14343527538669,284,0.0141906717452124,0.0141906717452124
"CSPG4P11",-0.118553720039204,0.0070176505614911,0.0181500823124803,516,-0.1327434578075,0.0252814221194689,0.0791713923124316,284,0.0141897377682955,0.0141897377682955
"LINC01904",-0.0413901428686313,0.348077271266315,0.489756485369633,516,-0.0555710780195743,0.350772779237918,0.520750813263764,284,0.014180935150943,0.014180935150943
"AL500522.2",-0.0160068227551258,0.716794223953716,0.812171259910732,516,-0.00183100270952568,0.975492407642643,0.986720889009842,284,-0.0141758200456001,0.0141758200456001
"LINC02225",-0.0973117706924695,0.0270783934121518,0.0602309533506267,516,-0.0831367654887604,0.162327408051915,0.306640350705003,284,-0.0141750052037091,0.0141750052037091
"OR4C9P",0.0270305642638367,0.540114910891779,0.672225240282613,516,0.0411999892953657,0.489222429534502,0.648523713816468,284,-0.014169425031529,0.014169425031529
"AC087477.4",0.0408048259151919,0.354942578080125,0.496833063757863,516,0.0549727416485904,0.355991855623325,0.52568836554731,284,-0.0141679157333985,0.0141679157333985
"AP1B1P2",0.0132776503523165,0.763496819485208,0.846596373209651,516,-0.000889604333515249,0.988091406952003,0.993140265959572,284,0.0141672546858317,0.0141672546858317
"IGHD2OR15-2A",-0.0801292723160942,0.0689574909164344,0.13495345365836,516,-0.0942945785410981,0.112828509695027,0.236957120040753,284,0.0141653062250039,0.0141653062250039
"HNRNPA1P28",-0.053944236930043,0.22121769659452,0.347403783451602,516,-0.0681054240027855,0.252623695468435,0.416615469234707,284,0.0141611870727425,0.0141611870727425
"AC016903.1",-0.00638832090694216,0.884896967593124,0.927640932977716,516,-0.0205477382951249,0.730255373857364,0.833369968076029,284,0.0141594173881828,0.0141594173881828
"AC093722.1",0.0659856016518112,0.134418924509662,0.234207003407419,516,0.0801418921995829,0.178049205022945,0.327005080860978,284,-0.0141562905477717,0.0141562905477717
"CPZ",0.0751680239486103,0.0880523713667922,0.165656039085501,516,0.0893225271519482,0.133186423541517,0.266729437239771,284,-0.0141545032033379,0.0141545032033379
"HERC2P5",-0.063043453968837,0.152710783622079,0.259249455391118,516,-0.0771945337540687,0.194595317005871,0.348676510885368,284,0.0141510797852318,0.0141510797852318
"AL691432.3",-0.0265541028234246,0.547282949774761,0.678363962683743,516,-0.0407030838846581,0.494481411532026,0.653017125504295,284,0.0141489810612335,0.0141489810612335
"RPS8P10",0.0789031121792626,0.0733285781912961,0.142267565704039,516,0.0647541588906767,0.276778143068723,0.442938455628191,284,0.0141489532885859,0.0141489532885859
"SPATA16",0.00525187557046468,0.905266500779989,0.94078902637261,516,-0.00889473932980552,0.881365310100215,0.931418234995782,284,0.0141466149002702,0.0141466149002702
"AC013472.2",-0.128142945332369,0.00354756819152286,0.00977397945314661,516,-0.113998343753959,0.0549942817888032,0.140818653715143,284,-0.0141446015784105,0.0141446015784105
"RFNG",0.136049506135478,0.00195246709781872,0.00567428844649023,516,0.121912056306595,0.040062723664553,0.111570357854431,284,0.0141374498288829,0.0141374498288829
"AL358333.1",-0.121519234750236,0.00571077546013062,0.0150765219421553,516,-0.107382955990983,0.0707784031117958,0.169593705378266,284,-0.0141362787592534,0.0141362787592534
"AC134698.2",0.02887838229314,0.512766306212171,0.648306808094413,516,0.0430131798365183,0.470289382646673,0.632407115900605,284,-0.0141347975433784,0.0141347975433784
"PDE12",0.100156263040208,0.0228867894390841,0.0519590733514167,516,0.0860289129233276,0.148156692149821,0.287680146030435,284,0.0141273501168801,0.0141273501168801
"AC106028.2",-0.0411628707373119,0.350732934988486,0.49249948372942,516,-0.05528529017083,0.353259558011464,0.523080312404555,284,0.0141224194335181,0.0141224194335181
"SMIM41",-0.154267428712634,0.000436686857637368,0.00142767968486559,516,-0.16838823069234,0.00443333911231,0.0210953764004854,284,0.0141208019797059,0.0141208019797059
"RNU6-170P",0.0147097206622021,0.738871380326845,0.828519068768586,516,0.00058904279404032,0.992114678246049,0.995407097775238,284,0.0141206778681618,0.0141206778681618
"RNU6-294P",-0.0183062514988067,0.678241187238047,0.784185572939776,516,-0.0041896922318995,0.943958973541396,0.969366301670604,284,-0.0141165592669072,0.0141165592669072
"CTCFL",0.0719783594748084,0.102429536027589,0.187412045983304,516,0.086092237468021,0.14785728910863,0.287295046356338,284,-0.0141138779932126,0.0141138779932126
"AL132994.1",0.0359208478910859,0.41550246593985,0.557082198735829,516,0.0218099425151508,0.714387305489717,0.821961818783991,284,0.0141109053759351,0.0141109053759351
"MITD1",0.195299802003928,7.86956787606878e-06,3.32804131521935e-05,516,0.181190097624991,0.00217368188555688,0.0120755856376563,284,0.0141097043789368,0.0141097043789368
"MRPS28",0.0434609600837491,0.324469563866752,0.464994295451349,516,0.0575702008777873,0.333687324680807,0.503368900980616,284,-0.0141092407940383,0.0141092407940383
"SACM1L",0.177954874826341,4.80232373743519e-05,0.000182452128758794,516,0.192060078529574,0.00114308818319131,0.0072282844313748,284,-0.0141052037032336,0.0141052037032336
"RPL30P3",0.10890399889965,0.0133165473961527,0.0321549510132962,516,0.123000388868512,0.0383055716782287,0.10786047544524,284,-0.014096389968862,0.014096389968862
"MRPL20P1",0.0271133651184984,0.538874022013775,0.671331621514614,516,0.0412013665427788,0.489207895237231,0.648523713816468,284,-0.0140880014242804,0.0140880014242804
"AL445238.1",-0.0163871036055191,0.710365232073113,0.807786994747015,516,-0.00229961358208532,0.969222927878235,0.983302726987577,284,-0.0140874900234338,0.0140874900234338
"MIR938",0.00364407807211937,0.934187838615647,0.958920034728287,516,-0.0104420379390721,0.860921676174653,0.919057978051091,284,0.0140861160111915,0.0140861160111915
